Departure,Arrival,WeeksToDeparture,std_wtd,year,month,day,weekday,week,n_days,passengers load,distance km
MIA,ATL,12.6086956522,9.889108473630001,2012,6,26,1,26,15517,18987488.0,957.5479777622464
MIA,JFK,16.9,12.1608472935,2012,8,23,3,34,15575,18987488.0,1753.5587649971123
LGA,DTW,10.2380952381,6.62498876908,2011,9,5,0,36,15222,11989227.0,806.1132848932549
SFO,LAX,14.607142857100001,11.886311098699998,2012,6,1,4,22,15492,21284236.0,543.0484494730385
DFW,SFO,11.142857142899999,10.0463212883,2012,2,5,6,5,15375,28022904.0,2356.682952201651
DEN,SEA,6.6875,4.89515066162,2013,1,31,3,5,15736,0.0,1639.3263074748904
ATL,DEN,9.263157894739999,6.1629908437699985,2011,10,6,3,40,15253,44414121.0,1944.6376583703777
JFK,LAX,19.6666666667,12.5809658514,2012,9,29,5,39,15612,24520981.0,3982.9681467053942
ATL,MIA,10.7272727273,6.915695180299998,2012,5,23,2,21,15483,45798928.0,957.5479777622464
ORD,DTW,7.533333333330001,5.449333729480001,2013,2,25,0,9,15761,0.0,378.2448562948795
SFO,DEN,12.913043478299999,9.7836275271,2012,10,6,5,40,15619,21284236.0,1538.142783061649
BOS,PHL,5.2,4.589843860819999,2013,2,22,4,8,15758,0.0,451.31106179640426
LAX,SFO,12.607142857100001,8.28805157693,2011,9,6,1,36,15223,30528737.0,543.0484494730385
CLT,ATL,9.875,10.3658091821,2012,11,5,0,45,15649,20033816.0,365.5358230110742
ATL,MSP,12.0476190476,10.3463819303,2012,1,15,6,2,15354,45798928.0,1458.8377972587537
ORD,SFO,13.48,9.3724774384,2012,6,19,1,25,15510,32171795.0,2970.9403880929817
ATL,BOS,14.304347826099999,11.3915230948,2012,2,25,5,8,15395,45798928.0,1522.1325932392715
BOS,ORD,11.090909090899999,7.552414252339998,2012,5,30,2,22,15490,14293695.0,1394.7836892170462
EWR,ATL,8.11764705882,5.26643087087,2012,5,21,0,21,15481,17055993.0,1199.5904817483238
MCO,EWR,14.1785714286,9.341478871849999,2012,9,28,4,39,15611,17159427.0,1509.2140580816642
LAS,ORD,11.5454545455,7.980495704419999,2012,5,5,5,18,15465,19959651.0,2436.841470773542
JFK,LAX,16.46875,12.0669753941,2012,11,18,6,46,15662,24520981.0,3982.9681467053942
SFO,ATL,7.8125,5.28165062583,2012,12,13,3,50,15687,21284236.0,3442.1540317854965
LAS,JFK,18.8421052632,11.7830072695,2012,8,21,1,34,15573,19959651.0,3617.7361768351943
LAS,JFK,15.3793103448,11.210370814300001,2012,12,6,3,49,15680,19959651.0,3617.7361768351943
PHL,ORD,7.0,6.44503386635,2012,10,31,2,44,15644,14589337.0,1090.5211297631404
BOS,ATL,12.882352941199999,15.3699477591,2013,1,30,2,5,15735,0.0,1522.1325932392715
LAX,DFW,13.84,10.346819157,2013,3,1,4,9,15765,0.0,1987.4016037900508
BOS,PHL,9.27777777778,6.33204321225,2012,5,28,0,22,15488,14293695.0,451.31106179640426
SEA,ORD,9.75,6.38151112281,2011,12,31,5,52,15339,15971676.0,2768.641923284091
ATL,DEN,10.5,7.86397515657,2013,2,16,5,7,15752,0.0,1944.6376583703777
ATL,BOS,11.166666666700001,8.01447964986,2011,9,5,0,36,15222,44414121.0,1522.1325932392715
MSP,ATL,10.0,8.596204792939997,2013,2,1,4,5,15737,0.0,1458.8377972587537
SFO,SEA,11.090909090899999,7.53979342214,2011,9,16,4,37,15233,20056568.0,1091.7844056778617
MSP,ATL,10.45,7.6259598188,2012,5,25,4,21,15485,15943878.0,1458.8377972587537
SEA,LAX,13.538461538499998,11.060671839400001,2012,12,19,2,51,15693,16121123.0,1534.903426859992
EWR,ATL,9.21052631579,6.04224891326,2012,9,21,4,38,15604,17055993.0,1199.5904817483238
DEN,ORD,12.0,12.0046287369,2012,3,14,2,11,15413,25799841.0,1449.0208387501316
BOS,PHL,5.692307692309999,4.80251002749,2012,12,9,6,49,15683,14293695.0,451.31106179640426
BOS,SFO,11.5,10.0236562297,2012,1,6,4,1,15345,14293695.0,4351.80157445948
MIA,ATL,11.3181818182,9.51883528107,2012,3,28,2,13,15427,18987488.0,957.5479777622464
LAX,LAS,14.5,11.481063313800002,2012,12,3,0,49,15677,31326268.0,380.1516938938273
DTW,ATL,6.5,4.18330013267,2011,9,20,1,38,15237,15716865.0,956.6034171320205
IAH,LAX,11.826086956500001,7.889303310139999,2011,9,12,0,37,15229,19306660.0,2219.3851132122545
JFK,LAS,9.444444444439998,7.07291621546,2013,2,25,0,9,15761,0.0,3617.7361768351943
PHX,ORD,8.11764705882,5.24264190248,2012,6,13,2,24,15504,19560870.0,2316.8496979811985
CLT,ATL,9.22222222222,7.02563001618,2011,10,18,1,42,15265,19022535.0,365.5358230110742
JFK,LAS,13.481481481500001,9.7126815214,2011,11,7,0,45,15285,23664832.0,3617.7361768351943
SFO,ORD,13.346153846199998,8.84959799174,2011,11,1,1,44,15279,20056568.0,2970.9403880929817
SEA,LAX,11.0,8.96554250344,2012,3,21,2,12,15420,16121123.0,1534.903426859992
ATL,MSP,11.695652173900001,9.27084767434,2012,11,29,3,48,15673,45798928.0,1458.8377972587537
SEA,DEN,10.4210526316,9.8506389498,2012,11,9,4,45,15653,16121123.0,1639.3263074748904
MIA,ATL,13.461538461500002,10.5042116096,2012,8,25,5,34,15577,18987488.0,957.5479777622464
MSP,DEN,8.055555555560003,6.178446618230001,2012,11,8,3,45,15652,15943878.0,1114.7611389199733
LGA,ORD,11.0952380952,8.27589730425,2012,12,28,4,52,15702,12818717.0,1179.8340638493225
ATL,MCO,15.0357142857,10.809742323499998,2012,11,2,4,44,15646,45798928.0,648.9623198292838
LGA,ATL,9.125,9.351470472599999,2013,1,25,4,4,15730,0.0,1225.1078011881866
ORD,SEA,12.0454545455,10.1111785038,2012,4,3,1,14,15433,32171795.0,2768.641923284091
LAX,EWR,13.12,9.00148135957,2011,11,9,2,45,15287,30528737.0,3949.399531832814
IAH,ORD,11.0952380952,8.64236519655,2012,1,30,0,5,15369,19039000.0,1488.7545277529894
ATL,CLT,9.75,6.29849606109,2011,11,28,0,48,15306,44414121.0,365.5358230110742
ATL,DFW,11.8095238095,9.14122009154,2011,10,5,2,40,15252,44414121.0,1177.0654003153188
JFK,MIA,13.933333333299998,9.31048105477,2011,10,6,3,40,15253,23664832.0,1753.5587649971123
SEA,SFO,13.2857142857,9.62580306552,2013,1,3,3,1,15708,0.0,1091.7844056778617
ORD,DFW,13.666666666700001,10.2391688974,2011,10,31,0,44,15278,31892301.0,1290.1793707420127
SFO,DFW,12.125,8.18435676472,2012,2,12,6,6,15382,21284236.0,2356.682952201651
ORD,DTW,11.95,11.4958802689,2012,10,28,6,43,15641,32171795.0,378.2448562948795
ORD,SEA,12.0,10.2399776785,2012,3,27,1,13,15426,32171795.0,2768.641923284091
ATL,LAX,17.294117647100002,12.7695884269,2013,1,3,3,1,15708,0.0,3132.523534848407
ORD,EWR,13.7692307692,9.69662907327,2012,7,17,1,29,15538,32171795.0,1157.1569390818115
ORD,ATL,10.9523809524,9.2923419571,2013,1,25,4,4,15730,0.0,974.5225568706392
ORD,DEN,11.0476190476,8.20655951344,2011,10,14,4,41,15261,31892301.0,1449.0208387501316
DEN,SEA,11.1363636364,7.414884994419999,2012,9,18,1,38,15601,25799841.0,1639.3263074748904
MSP,DEN,9.736842105260001,6.47938701887,2012,10,1,0,40,15614,15943878.0,1114.7611389199733
ORD,SFO,12.846153846199998,8.17162068475,2011,9,18,6,37,15235,31892301.0,2970.9403880929817
DEN,ORD,11.857142857100001,10.403296181,2012,5,5,5,18,15465,25799841.0,1449.0208387501316
ATL,BOS,8.94117647059,6.950454915289999,2011,11,19,5,46,15297,44414121.0,1522.1325932392715
BOS,SFO,11.4736842105,9.70892156188,2013,1,24,3,4,15729,0.0,4351.80157445948
LGA,DTW,8.333333333330001,6.444331754709999,2012,10,3,2,40,15616,12818717.0,806.1132848932549
DFW,DEN,10.380952381,6.778467308150001,2012,7,20,4,29,15541,28022904.0,1037.4122012303676
PHX,ORD,10.5555555556,10.511742578,2012,2,1,2,5,15371,19560870.0,2316.8496979811985
SEA,DEN,10.842105263199999,9.759685547610001,2012,6,13,2,24,15504,16121123.0,1639.3263074748904
ORD,ATL,11.6086956522,10.0622567974,2012,7,24,1,30,15545,32171795.0,974.5225568706392
LAX,EWR,8.31578947368,6.0374077548,2012,2,13,0,7,15383,31326268.0,3949.399531832814
LAX,LAS,14.6333333333,9.02671641271,2011,10,2,6,39,15249,30528737.0,380.1516938938273
DEN,DFW,10.842105263199999,9.93458134159,2012,7,2,0,27,15523,25799841.0,1037.4122012303676
LAX,JFK,16.794117647100002,11.6717203213,2011,12,12,0,50,15320,30528737.0,3982.9681467053942
ATL,LAX,12.347826087,10.998382921,2012,2,2,3,5,15372,45798928.0,3132.523534848407
DEN,ORD,10.5454545455,6.57359271724,2012,8,3,4,31,15555,25799841.0,1449.0208387501316
SFO,ATL,11.6818181818,8.866127965930001,2012,10,12,4,41,15625,21284236.0,3442.1540317854965
DEN,SEA,13.64,9.53449876326,2012,9,8,5,36,15591,25799841.0,1639.3263074748904
ATL,ORD,9.42105263158,9.44760868906,2012,4,19,3,16,15449,45798928.0,974.5225568706392
LGA,DFW,8.52631578947,6.21260744197,2011,9,16,4,37,15233,11989227.0,2234.831514877276
PHL,DFW,6.6428571428600005,4.41339121062,2012,3,20,1,12,15419,14589337.0,2095.66962946931
LGA,ATL,9.15,6.9074711649600005,2012,9,18,1,38,15601,12818717.0,1225.1078011881866
ORD,DEN,12.0,8.12963154706,2011,9,1,3,35,15218,31892301.0,1449.0208387501316
SFO,DEN,15.037037037000001,11.0922061393,2013,2,16,5,7,15752,0.0,1538.142783061649
DEN,SEA,10.909090909100001,7.40597629273,2011,11,26,5,47,15304,25667499.0,1639.3263074748904
DEN,DFW,11.4545454545,7.8784049190999985,2011,10,22,5,42,15269,25667499.0,1037.4122012303676
DFW,LGA,12.5769230769,7.7777789987800015,2012,8,18,5,33,15570,28022904.0,2234.831514877276
IAH,LAX,13.0,9.36030900213,2012,6,19,1,25,15510,19039000.0,2219.3851132122545
PHL,ATL,9.25,7.21748607641,2011,9,29,3,39,15246,14883180.0,1071.0060503652837
LGA,DFW,9.83333333333,7.987121987739999,2012,12,13,3,50,15687,12818717.0,2234.831514877276
LAX,JFK,20.3170731707,13.8517851275,2013,1,2,2,1,15707,0.0,3982.9681467053942
EWR,SFO,14.086956521700001,12.7204668421,2012,11,26,0,48,15670,17055993.0,4128.087796487114
MCO,PHL,15.142857142899999,11.33566736,2013,1,18,4,3,15723,0.0,1385.9131208526271
JFK,LAS,10.2380952381,6.68509358128,2012,3,14,2,11,15413,24520981.0,3617.7361768351943
JFK,MIA,16.444444444400002,13.425960310399999,2012,10,29,0,44,15642,24520981.0,1753.5587649971123
PHX,DEN,8.11764705882,5.26643087087,2012,2,29,2,9,15399,19560870.0,948.8652266798391
LAX,SEA,12.2692307692,8.85689648718,2011,10,28,4,43,15275,30528737.0,1534.903426859992
LAX,ORD,13.4444444444,8.581434940669999,2011,9,18,6,37,15235,30528737.0,2807.506678346936
DTW,LGA,11.142857142899999,8.0640294784,2012,7,14,5,28,15535,15599879.0,806.1132848932549
IAH,ORD,11.315789473699999,10.4459063304,2012,10,4,3,40,15617,19039000.0,1488.7545277529894
ATL,MSP,12.5769230769,9.42835331083,2012,2,25,5,8,15395,45798928.0,1458.8377972587537
JFK,MIA,17.09375,11.8276858779,2012,8,21,1,34,15573,24520981.0,1753.5587649971123
SFO,JFK,11.1,8.26469982261,2012,2,14,1,7,15384,21284236.0,4161.8918990627035
DFW,LAS,11.5238095238,9.41604507009,2012,3,15,3,11,15414,28022904.0,1698.2098866839724
CLT,ATL,5.4,4.24787528589,2012,2,18,5,7,15388,20033816.0,365.5358230110742
LAX,DFW,11.56,8.21117125222,2011,12,13,1,50,15321,30528737.0,1987.4016037900508
PHX,ORD,13.173913043499999,9.77776779654,2012,4,7,5,14,15437,19560870.0,2316.8496979811985
CLT,ATL,11.4761904762,8.36432332959,2012,7,27,4,30,15548,20033816.0,365.5358230110742
SEA,DEN,10.95,8.91760529574,2013,1,8,1,2,15713,0.0,1639.3263074748904
DTW,LGA,9.2,6.93275976035,2012,7,17,1,29,15538,15599879.0,806.1132848932549
ORD,LGA,9.75,8.05164252612,2012,7,11,2,28,15532,32171795.0,1179.8340638493225
DEN,ORD,10.0,7.88893491656,2012,3,25,6,12,15424,25799841.0,1449.0208387501316
ATL,PHL,10.1,8.22640165628,2011,9,30,4,39,15247,44414121.0,1071.0060503652837
LAS,SFO,11.1363636364,7.851572208619999,2013,2,7,3,6,15743,0.0,666.2312617124073
PHX,ORD,12.8181818182,11.1596055726,2012,10,29,0,44,15642,19560870.0,2316.8496979811985
DTW,ATL,11.95,10.8116652401,2012,1,18,2,3,15357,15599879.0,956.6034171320205
ORD,DTW,9.52631578947,8.13339085398,2011,10,10,0,41,15257,31892301.0,378.2448562948795
ORD,MSP,11.857142857100001,10.9008518671,2012,1,5,3,1,15344,32171795.0,537.7155123098858
DFW,DEN,9.0,6.735608439680001,2012,7,10,1,28,15531,28022904.0,1037.4122012303676
EWR,ATL,7.86666666667,6.1628688434,2011,12,9,4,49,15317,16814092.0,1199.5904817483238
SEA,ORD,16.4482758621,12.5031030631,2012,7,1,6,26,15522,16121123.0,2768.641923284091
PHL,ATL,8.823529411760003,6.28724198395,2012,8,20,0,34,15572,14589337.0,1071.0060503652837
ATL,MIA,9.77777777778,9.42809041582,2011,11,16,2,46,15294,44414121.0,957.5479777622464
SFO,ORD,15.4,10.427417440700001,2011,12,17,5,50,15325,20056568.0,2970.9403880929817
ORD,MSP,11.684210526300001,9.7413929621,2011,11,19,5,46,15297,31892301.0,537.7155123098858
JFK,LAX,16.5483870968,11.2066608458,2012,5,2,2,18,15462,24520981.0,3982.9681467053942
LAX,DFW,14.862068965499999,10.073742877699999,2012,7,5,3,27,15526,31326268.0,1987.4016037900508
EWR,SFO,11.695652173900001,7.87074434859,2012,6,25,0,26,15516,17055993.0,4128.087796487114
CLT,ATL,6.84615384615,5.3672797866,2012,10,30,1,44,15643,20033816.0,365.5358230110742
ORD,IAH,11.9,10.5775332912,2012,12,1,5,48,15675,32171795.0,1488.7545277529894
LGA,DTW,6.85714285714,4.73704131706,2012,2,25,5,8,15395,12818717.0,806.1132848932549
ORD,DEN,9.55,7.337538666619999,2011,9,11,6,36,15228,31892301.0,1449.0208387501316
ATL,EWR,8.27777777778,6.858275855669999,2012,10,25,3,43,15638,45798928.0,1199.5904817483238
LAS,DFW,13.7407407407,9.00680337981,2011,11,4,4,44,15282,19872617.0,1698.2098866839724
LAS,DEN,9.89473684211,7.17166288513,2011,10,18,1,42,15265,19872617.0,991.0640578482363
DFW,ATL,9.55,7.85041064967,2012,9,22,5,38,15605,28022904.0,1177.0654003153188
DFW,BOS,10.5454545455,6.57359271724,2011,9,29,3,39,15246,27518358.0,2513.21871728724
LAX,ATL,11.0,8.42614977318,2011,10,5,2,40,15252,30528737.0,3132.523534848407
BOS,PHL,7.8,6.31551377844,2012,5,3,3,18,15463,14293695.0,451.31106179640426
MIA,ATL,16.6875,12.2406975871,2012,1,3,1,1,15342,18987488.0,957.5479777622464
CLT,LGA,6.71428571429,4.496640992980001,2013,1,11,4,2,15716,0.0,874.2934288846586
EWR,LAX,13.380952380999998,11.002164289200001,2012,12,10,0,50,15684,17055993.0,3949.399531832814
DTW,ORD,8.4375,6.23932421554,2012,4,9,0,15,15439,15599879.0,378.2448562948795
DEN,PHX,11.5454545455,8.30219289865,2012,1,4,2,1,15343,25799841.0,948.8652266798391
MCO,PHL,9.57894736842,6.91468477207,2012,6,6,2,23,15497,17159427.0,1385.9131208526271
DEN,ORD,11.142857142899999,8.045406852889997,2012,5,2,2,18,15462,25799841.0,1449.0208387501316
SFO,DEN,10.75,8.22624170758,2012,9,13,3,37,15596,21284236.0,1538.142783061649
MSP,ATL,10.2727272727,7.38197172126,2012,10,31,2,44,15644,15943878.0,1458.8377972587537
DEN,DFW,10.285714285700001,8.64952517276,2012,10,11,3,41,15624,25799841.0,1037.4122012303676
LAS,JFK,12.3703703704,8.52213474587,2013,2,20,2,8,15756,0.0,3617.7361768351943
BOS,ORD,7.666666666669999,5.7279598296000005,2013,2,22,4,8,15758,0.0,1394.7836892170462
LGA,CLT,9.29411764706,7.80836655359,2012,8,29,2,35,15581,12818717.0,874.2934288846586
BOS,LGA,5.75,4.131758532569998,2012,7,14,5,28,15535,14293695.0,297.0289816330235
JFK,LAX,15.433333333299998,10.493621489,2012,2,17,4,7,15387,24520981.0,3982.9681467053942
LAX,ATL,12.2608695652,9.4782880661,2011,11,8,1,45,15286,30528737.0,3132.523534848407
ORD,PHL,12.0,10.3466241634,2012,5,27,6,21,15487,32171795.0,1090.5211297631404
JFK,LAS,13.592592592599999,8.92817174523,2011,11,4,4,44,15282,23664832.0,3617.7361768351943
ORD,DEN,13.8695652174,10.955713942200001,2012,9,8,5,36,15591,32171795.0,1449.0208387501316
SFO,LAS,12.28,7.94522917647,2011,10,3,0,40,15250,20056568.0,666.2312617124073
JFK,MCO,13.9259259259,10.6804131508,2012,1,24,1,4,15363,24520981.0,1519.6778187735383
DTW,LGA,12.173913043499999,8.68463729244,2011,10,14,4,41,15261,15716865.0,806.1132848932549
DEN,SFO,12.68,8.27002619907,2011,9,3,5,35,15220,25667499.0,1538.142783061649
ORD,SEA,12.48,8.18087199916,2012,5,29,1,22,15489,32171795.0,2768.641923284091
SEA,ORD,15.0,10.3494497975,2012,6,27,2,26,15518,16121123.0,2768.641923284091
MCO,ATL,12.75,10.7106204911,2013,1,7,0,2,15712,0.0,648.9623198292838
DTW,LGA,4.33333333333,3.16227766017,2012,1,31,1,5,15370,15599879.0,806.1132848932549
BOS,PHL,9.27777777778,10.0750452082,2012,11,4,6,44,15648,14293695.0,451.31106179640426
LAX,BOS,12.625,8.586199746510001,2012,9,9,6,36,15592,31326268.0,4202.144252918988
CLT,ATL,9.11764705882,6.7720228970099985,2012,11,7,2,45,15651,20033816.0,365.5358230110742
BOS,PHL,8.57142857143,9.67720784361,2012,2,6,0,6,15376,14293695.0,451.31106179640426
JFK,SFO,9.89473684211,7.99232087584,2012,2,12,6,6,15382,24520981.0,4161.8918990627035
SFO,DFW,8.78571428571,8.22920289091,2012,11,22,3,47,15666,21284236.0,2356.682952201651
LAX,EWR,14.1785714286,9.77545517148,2012,9,11,1,37,15594,31326268.0,3949.399531832814
DFW,DEN,8.555555555560003,5.43650214343,2013,1,30,2,5,15735,0.0,1037.4122012303676
MIA,JFK,17.321428571400002,13.5018615217,2012,11,10,5,45,15654,18987488.0,1753.5587649971123
JFK,MCO,13.6785714286,10.353219472200001,2012,1,5,3,1,15344,24520981.0,1519.6778187735383
DEN,SFO,12.565217391300001,10.1256922859,2012,6,1,4,22,15492,25799841.0,1538.142783061649
ATL,ORD,9.5,8.19820262715,2012,4,29,6,17,15459,45798928.0,974.5225568706392
MCO,EWR,14.346153846199998,10.884639847799999,2012,4,15,6,15,15445,17159427.0,1509.2140580816642
LGA,CLT,7.1428571428600005,5.081749287809999,2012,8,21,1,34,15573,12818717.0,874.2934288846586
ORD,DEN,13.8,10.7896555398,2012,7,18,2,29,15539,32171795.0,1449.0208387501316
LGA,DFW,10.2380952381,6.59473094148,2011,12,21,2,51,15329,11989227.0,2234.831514877276
ORD,BOS,13.538461538499998,9.95682989402,2012,12,27,3,52,15701,32171795.0,1394.7836892170462
LGA,ATL,8.38888888889,6.92088815185,2011,10,12,2,41,15259,11989227.0,1225.1078011881866
SFO,JFK,9.75,6.29849606109,2012,1,31,1,5,15370,21284236.0,4161.8918990627035
BOS,PHL,5.36363636364,4.056420275880001,2013,3,3,6,9,15767,0.0,451.31106179640426
ATL,ORD,10.0555555556,9.077912575700001,2012,1,20,4,3,15359,45798928.0,974.5225568706392
LGA,MIA,15.2,10.363729857100001,2012,8,7,1,32,15559,12818717.0,1764.8739598115098
MSP,DEN,9.27777777778,7.0109624711,2012,1,21,5,3,15360,15943878.0,1114.7611389199733
BOS,EWR,11.333333333299999,10.093678860599999,2011,12,1,3,48,15309,14180730.0,322.6185793889856
LAX,LAS,13.666666666700001,13.425046892200001,2013,1,23,2,4,15728,0.0,380.1516938938273
MSP,ORD,9.77777777778,8.01142974356,2013,2,15,4,7,15751,0.0,537.7155123098858
ATL,DEN,12.32,9.34398202053,2011,10,15,5,41,15262,44414121.0,1944.6376583703777
ORD,SFO,11.2,9.00643045128,2012,4,16,0,16,15446,32171795.0,2970.9403880929817
ATL,LGA,8.0625,5.96063475367,2012,1,13,4,2,15352,45798928.0,1225.1078011881866
LGA,DTW,11.0476190476,8.18826105151,2013,1,13,6,2,15718,0.0,806.1132848932549
EWR,ORD,8.77777777778,5.80623960069,2012,1,9,0,2,15348,17055993.0,1157.1569390818115
CLT,ATL,8.625,6.81053106104,2012,1,17,1,3,15356,20033816.0,365.5358230110742
MSP,DEN,10.05,6.68442809426,2011,9,16,4,37,15233,15895653.0,1114.7611389199733
SFO,ATL,12.5,8.792289111830003,2011,11,3,3,44,15281,20056568.0,3442.1540317854965
BOS,EWR,6.85714285714,4.60530033861,2012,12,9,6,49,15683,14293695.0,322.6185793889856
ORD,DFW,13.538461538499998,10.819355874500001,2012,5,20,6,20,15480,32171795.0,1290.1793707420127
DEN,MSP,6.6,5.382511362869999,2011,9,10,5,36,15227,25667499.0,1114.7611389199733
ORD,PHL,12.9545454545,10.7237043739,2012,5,12,5,19,15472,32171795.0,1090.5211297631404
BOS,LAX,8.61111111111,5.5214969079600005,2012,3,13,1,11,15412,14293695.0,4202.144252918988
DEN,ORD,12.652173913,10.0209267202,2012,12,20,3,51,15694,25799841.0,1449.0208387501316
ORD,SFO,13.1923076923,9.35529467529,2012,7,5,3,27,15526,32171795.0,2970.9403880929817
SFO,DFW,10.1904761905,6.53160812985,2011,12,31,5,52,15339,20056568.0,2356.682952201651
MIA,ATL,13.56,9.83649666633,2011,12,26,0,52,15334,18342158.0,957.5479777622464
SFO,SEA,12.92,8.475061455039999,2012,8,8,2,32,15560,21284236.0,1091.7844056778617
DEN,ORD,13.56,9.39450193819,2011,10,7,4,40,15254,25667499.0,1449.0208387501316
DEN,LAX,12.583333333299999,8.36096867004,2012,9,2,6,35,15585,25799841.0,1366.9188465950538
ORD,DEN,11.75,7.513755501689999,2011,9,8,3,36,15225,31892301.0,1449.0208387501316
EWR,ORD,6.4,4.9540748019,2012,2,14,1,7,15384,17055993.0,1157.1569390818115
SFO,BOS,11.9545454545,8.736771075810001,2012,10,1,0,40,15614,21284236.0,4351.80157445948
EWR,SFO,12.68,8.15843122175,2011,9,9,4,36,15226,16814092.0,4128.087796487114
LAS,ORD,11.0,7.6354436675300015,2012,3,14,2,11,15413,19959651.0,2436.841470773542
SFO,LAX,20.428571428599998,14.297851986500001,2012,6,10,6,23,15501,21284236.0,543.0484494730385
BOS,EWR,10.1176470588,6.85458197979,2012,5,27,6,21,15487,14293695.0,322.6185793889856
EWR,LAX,13.518518518499999,8.81157617251,2012,7,6,4,27,15527,17055993.0,3949.399531832814
ORD,PHL,10.909090909100001,7.40597629273,2012,5,25,4,21,15485,32171795.0,1090.5211297631404
ORD,SFO,15.137931034500001,10.3879192813,2012,7,16,0,29,15537,32171795.0,2970.9403880929817
ORD,ATL,8.22222222222,6.320420272280001,2012,4,11,2,15,15441,32171795.0,974.5225568706392
PHX,DEN,10.7272727273,8.86502930558,2013,1,12,5,2,15717,0.0,948.8652266798391
ORD,ATL,7.666666666669999,5.43358164785,2013,1,16,2,3,15721,0.0,974.5225568706392
ATL,SFO,8.0,5.53774924195,2012,1,23,0,4,15362,45798928.0,3442.1540317854965
ATL,BOS,8.0,5.3166405433,2012,3,5,0,10,15404,45798928.0,1522.1325932392715
ATL,PHL,7.8125,5.28165062583,2013,1,1,1,1,15706,0.0,1071.0060503652837
ATL,EWR,10.133333333300001,10.6895587686,2012,7,5,3,27,15526,45798928.0,1199.5904817483238
PHL,BOS,7.4,5.08218175871,2012,5,31,3,22,15491,14589337.0,451.31106179640426
SFO,SEA,10.4210526316,8.098805052280001,2012,1,29,6,4,15368,21284236.0,1091.7844056778617
EWR,SFO,12.208333333299999,8.12392690796,2011,9,7,2,36,15224,16814092.0,4128.087796487114
DEN,ORD,10.7368421053,9.05441638872,2011,11,12,5,45,15290,25667499.0,1449.0208387501316
DFW,BOS,7.266666666669999,4.83243012907,2012,12,29,5,52,15703,28022904.0,2513.21871728724
SEA,LAX,8.736842105260001,7.04621336655,2012,4,8,6,14,15438,16121123.0,1534.903426859992
ORD,PHL,6.78571428571,6.8632642091400005,2012,2,28,1,9,15398,32171795.0,1090.5211297631404
ORD,IAH,10.5238095238,6.896513957200002,2012,10,15,0,42,15628,32171795.0,1488.7545277529894
BOS,SFO,10.0,5.62731433871,2012,12,23,6,51,15697,14293695.0,4351.80157445948
ATL,ORD,7.833333333330001,5.823380865599999,2012,8,8,2,32,15560,45798928.0,974.5225568706392
SFO,ATL,9.055555555560002,6.08249389857,2012,6,28,3,26,15519,21284236.0,3442.1540317854965
ORD,SEA,14.2142857143,9.94934259082,2012,7,24,1,30,15545,32171795.0,2768.641923284091
PHL,ORD,10.3888888889,7.949390571449999,2011,11,19,5,46,15297,14883180.0,1090.5211297631404
PHL,DFW,8.4,8.04274295783,2012,4,6,4,14,15436,14589337.0,2095.66962946931
ORD,LAS,12.48,8.261961026289999,2012,6,8,4,23,15499,32171795.0,2436.841470773542
ATL,MIA,12.92,8.92524509467,2012,3,24,5,12,15423,45798928.0,957.5479777622464
DFW,ORD,9.65,6.17529031919,2013,1,12,5,2,15717,0.0,1290.1793707420127
MSP,ATL,12.0,9.366283826970001,2012,2,8,2,6,15378,15943878.0,1458.8377972587537
EWR,ORD,12.583333333299999,9.08853394533,2012,9,22,5,38,15605,17055993.0,1157.1569390818115
MCO,ATL,13.12,8.94110358587,2012,8,27,0,35,15579,17159427.0,648.9623198292838
LAS,DEN,8.529411764710003,6.175735250340001,2012,11,22,3,47,15666,19959651.0,991.0640578482363
DFW,LAX,10.15,7.10281634283,2011,10,5,2,40,15252,27518358.0,1987.4016037900508
ATL,LGA,10.791666666700001,7.342426838860002,2012,5,20,6,20,15480,45798928.0,1225.1078011881866
ORD,MSP,11.32,7.883104295469999,2012,8,1,2,31,15553,32171795.0,537.7155123098858
PHL,MCO,14.5,10.922652966500001,2012,7,25,2,30,15546,14589337.0,1385.9131208526271
LAX,DFW,16.1,11.152083460799998,2012,10,10,2,41,15623,31326268.0,1987.4016037900508
LAX,ATL,12.153846153800002,8.86201921773,2013,1,13,6,2,15718,0.0,3132.523534848407
ATL,EWR,11.217391304300001,8.90330133734,2012,6,24,6,25,15515,45798928.0,1199.5904817483238
ORD,PHX,11.652173913,7.82541718697,2012,1,3,1,1,15342,32171795.0,2316.8496979811985
BOS,SFO,16.1,11.1458976526,2012,9,17,0,38,15600,14293695.0,4351.80157445948
SFO,ORD,14.666666666700001,10.3626548425,2012,10,27,5,43,15640,21284236.0,2970.9403880929817
JFK,MCO,12.28,7.75951029383,2011,9,8,3,36,15225,23664832.0,1519.6778187735383
MSP,ORD,9.7,6.27526472497,2012,1,8,6,1,15347,15943878.0,537.7155123098858
DTW,ORD,10.842105263199999,8.66194203202,2012,10,28,6,43,15641,15599879.0,378.2448562948795
LAX,ATL,13.7857142857,10.0898083631,2012,12,9,6,49,15683,31326268.0,3132.523534848407
LGA,CLT,13.15,11.2168810751,2012,8,25,5,34,15577,12818717.0,874.2934288846586
ATL,ORD,12.041666666700001,8.045950462230001,2011,11,3,3,44,15281,44414121.0,974.5225568706392
