CAGDP2 Gross domestic product (GDP) by county and metropolitan area 1/,,,,,,,,,
(Thousands of current dollars) ,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2010,2011,2012,2013,2014,2018
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,8748021,8910795,9153891,9896227,10517234,13230324
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",17315533,18185767,18787754,19289436,19911910,25246301
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",69,      Educational services,2757682,2889549,2989201,2932609,3012063,3218956
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",70,      Health care and social assistance,14557851,15296217,15798553,16356827,16899847,22027345
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",7638096,8075168,8981066,9573484,9540835,12244769
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",1680167,1729000,2147221,2415698,2694297,3310327
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",79,      Accommodation and food services,5957928,6346167,6833844,7157787,6846538,8934442
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),3515897,3625621,3831031,3945106,4232633,5111068
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",83,Government and government enterprises,20518545,20545058,21009571,21708648,21797499,25047353
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",,Addenda:,,,,,,
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",87,Natural resources and mining,2196187,3153223,2972906,2514956,2694978,1728782
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",88,Trade,26051137,27842707,29706338,29570346,30694113,34329180
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",89,Transportation and utilities,9122605,9066205,9659922,9533402,10101153,13535631
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",90,Manufacturing and information,22229552,23364856,24292426,23161149,25468136,30844376
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,26205166,27950808,28793813,27386480,29295345,36284271
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",92,Private services-providing industries 3/,128067600,133950768,142996496,148848354,154914099,193880145
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",1,All industry total,318468314,331268308,364594793,383254722,413519503,548613361
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",2,  Private industries,285457990,297602363,330466908,347145652,375222759,502433470
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",(D),(D),(D),304687,(D),(D)
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",485847,558635,608135,560340,331693,277272
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",10,    Utilities,3216290,3231677,3574576,4039641,4300448,4307636
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",11,    Construction,10451409,10838449,11299970,12905189,14209480,21078370
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",12,    Manufacturing,38579016,35747422,38099352,39733885,44525896,54400035
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",13,      Durable goods manufacturing,11669659,11929222,13272841,14260269,14921596,20378401
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,26909357,23818200,24826511,25473616,29604300,34021634
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",34,    Wholesale trade,14258335,15689779,16245784,17188468,18580639,22615227
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",35,    Retail trade,16240595,16632803,17881107,18742617,19763142,24015847
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",36,    Transportation and warehousing,(D),(D),(D),10144519,(D),(D)
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",45,    Information,21307235,22952844,24917090,33550375,34215863,64878450
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",69526357,72304544,81176042,84668068,93176363,119725839
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",51,      Finance and insurance,23151148,23523650,28591955,28267784,32817377,42891432
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,46375208,48780894,52584087,56400284,60358987,76834407
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",59,    Professional and business services,59879599,66157569,80391537,76617717,83094864,107906703
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",43246413,48262844,61639782,55353720,60835414,80435038
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",64,      Management of companies and enterprises,7128326,7986156,8250321,10309846,10517795,11921778
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,9504861,9908569,10501433,10954151,11741654,15549886
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",24065133,24518817,25701486,26651086,27613949,34241368
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",69,      Educational services,3536943,3732047,3896204,4127659,4500468,5105552
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",70,      Health care and social assistance,20528190,20786770,21805282,22523427,23113481,29135816
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",12419084,13355438,14298979,15039004,16533743,22037252
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",4130857,4318740,4721711,4764256,5186365,6800219
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",79,      Accommodation and food services,8288226,9036699,9577268,10274749,11347378,15237033
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),6318847,6491256,6601897,7000056,7430973,9223825
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",83,Government and government enterprises,33010324,33665945,34127885,36109070,38296744,46179890
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",,Addenda:,,,,,,
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",87,Natural resources and mining,(D),(D),(D),865027,(D),(D)
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",88,Trade,30498930,32322581,34126891,35931085,38343781,46631074
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",89,Transportation and utilities,(D),(D),(D),14184160,(D),(D)
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",90,Manufacturing and information,59886252,58700266,63016442,73284260,78741759,119278485
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,(D),(D),(D),53504101,(D),(D)
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",92,Private services-providing industries 3/,(D),(D),(D),293641551,(D),(D)
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",1,All industry total,240222890,251376955,269668824,284258477,301839262,392036945
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",2,  Private industries,211145544,222306802,239269849,252863761,269861420,355092705
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",653067,567037,579466,676716,812056,848349
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",175766,151400,117523,121169,123278,185874
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",10,    Utilities,310434,328203,312471,341242,345043,482107
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",11,    Construction,6726525,6296481,7275968,8843674,10205767,15779273
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",12,    Manufacturing,38992829,41560125,45064948,46700822,49096226,47272833
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",13,      Durable goods manufacturing,34246901,36794568,40591350,42235013,44654730,40660152
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,4745928,4765558,4473598,4465809,4441496,6612681
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",34,    Wholesale trade,14571795,15214285,16029076,16567864,17201944,22911597
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",35,    Retail trade,15431379,16692018,18405643,20136859,21896255,34567256
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",36,    Transportation and warehousing,7744332,7870606,8260197,8350195,8807911,11900039
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",45,    Information,31620774,34665613,37876268,40487138,44369953,67579689
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",38847015,39986992,42362616,44620439,48037804,63307844
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",51,      Finance and insurance,9931764,10002082,11003327,10748909,11623848,15813258
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,28915251,29984910,31359290,33871531,36413957,47494586
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",59,    Professional and business services,28230700,29722309,31943460,33182918,34779968,44996236
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",18507407,19486086,20920002,21637117,22712638,29942602
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",64,      Management of companies and enterprises,3362079,3493353,3942320,4145129,4283109,5136564
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,6361214,6742869,7081138,7400672,7784221,9917070
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",15389480,16122031,17082764,17814260,18492767,24082477
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",69,      Educational services,1668172,1720577,1784484,1851151,1908169,2101985
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",70,      Health care and social assistance,13721308,14401454,15298280,15963109,16584597,21980492
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",7883402,8343937,8923274,9728132,10245281,14259314
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",2296587,2387390,2538090,2750529,2775686,3313130
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",79,      Accommodation and food services,5586815,5956547,6385184,6977603,7469595,10946184
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),4568046,4785762,5036174,5292333,5447166,6919816
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",83,Government and government enterprises,29077346,29070153,30398975,31394716,31977842,36944240
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",,Addenda:,,,,,,
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",87,Natural resources and mining,828834,718437,696989,797885,935335,1034222
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",88,Trade,30003174,31906303,34434719,36704724,39098200,57478853
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",89,Transportation and utilities,8054766,8198809,8572669,8691437,9152953,12382146
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",90,Manufacturing and information,70613603,76225738,82941216,87187960,93466178,114852522
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,46548187,48575044,53037905,56342381,60237328,64086328
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",92,Private services-providing industries 3/,164597357,173731757,186231944,196521380,209624092,291006377
Legend / Footnotes:,,,,,,,,,
1/ Gross Domestic Product (GDP) is in thousands of current dollars (not adjusted for inflation). Industry detail is based on the 2012 North American Industry Classification System (NAICS).,,,,,,,,,
"2/ The private goods-producing industries consist of agriculture, forestry, fishing, and hunting; mining, quarrying, and oil and gas extraction; construction; and manufacturing.",,,,,,,,,
"3/ The private services-producing industries consist of utilities; wholesale trade; retail trade; transportation and warehousing, excluding Postal Service; information; finance and insurance; real estate, rental, and leasing; professional, scientific, and technical services; management of companies; administrative and support and waste management and remediation services; educational services; health care and social assistance; arts, entertainment, and recreation; accommodation and food services; and other services (except government and government enterprises).",,,,,,,,,
"* Broomfield County, CO, was created from parts of Adams, Boulder, Jefferson, and Weld counties effective November 15, 2001. Estimates for Broomfield county begin with 2002.",,,,,,,,,
"Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget bulletin no. 18-04 issued September 14, 2018.",,,,,,,,,
(D) Not shown to avoid disclosure of confidential information; estimates are included in higher-level totals.,,,,,,,,,
"Last updated: December 12, 2019 -- new statistics for 2001-2018.",,,,,,,,,
